"","USD.Pledged","State","Backers.Count","Blurb.Length","Blurb.Caps","Campaign.Length","Decision.Timing","Goal","Name.Length","Name.Caps","Category","Category..parent.only.","Country","Spotlight","Staff.Pick"
"1651",65,0,3,43,6,2592000,2592000,1000,8,3,"music electronic music","music","US",FALSE,FALSE
"1652",3228,1,137,135,10,5187600,5187600,2500,50,7,"comics graphic novels","comics","US",TRUE,TRUE
"1653",919.5947729556,1,38,87,1,2592000,2592000,1000,47,5,"art","art","CA",TRUE,FALSE
"1654",1614,1,34,62,3,2592000,2592000,850,25,4,"art","art","US",TRUE,FALSE
"1655",9522,1,144,129,5,5184000,5184000,8888,11,2,"film   video","film & video","US",TRUE,TRUE
"1656",2634.7466821,1,97,58,1,2160000,2160000,400,21,4,"art","art","GB",TRUE,FALSE
"1658",366610,1,6860,90,5,2656551,2656551,50000,36,8,"comics graphic novels","comics","US",TRUE,TRUE
"1660",0,0,0,135,2,2592000,2592001,18000,29,4,"film   video drama","film & video","US",FALSE,FALSE
"1661",13799,1,129,125,2,2592000,2592000,12500,39,5,"film   video documentary","film & video","US",TRUE,FALSE
"1662",1829.30391786,1,35,131,2,1728000,1728000,1500,37,2,"film   video documentary","film & video","CH",TRUE,FALSE
"1663",0,0,0,118,1,2592000,2592001,5000,9,2,"publishing periodicals","publishing","CA",FALSE,FALSE
"1664",0,0,0,46,1,4320000,29398,75000,23,4,"crafts printing","crafts","AU",FALSE,FALSE
"1665",1796,1,42,20,3,2872750,2872750,1500,33,4,"publishing children s books","publishing","US",TRUE,FALSE
"1667",3025,1,20,88,1,2592000,2592000,3000,19,3,"music electronic music","music","US",TRUE,FALSE
"1668",454,0,17,122,34,3888000,3888001,50000,60,7,"publishing periodicals","publishing","US",FALSE,FALSE
"1669",10804,1,73,115,2,2592000,2592000,8000,53,6,"music pop","music","US",TRUE,FALSE
"1670",3309.0267,1,35,123,10,2592000,2592000,2500,11,10,"film   video drama","film & video","BE",TRUE,FALSE
"1671",3289,1,47,131,3,3452400,3452401,3000,15,3,"comics graphic novels","comics","US",TRUE,FALSE
"1672",546,1,3,115,4,860400,860400,495,48,6,"publishing academic","publishing","US",TRUE,FALSE
"1674",5657.44444825,1,144,83,6,2534851,2534851,2250,15,3,"comics graphic novels","comics","GB",TRUE,TRUE
"1675",8945,1,45,81,7,2592000,2592000,2000,49,10,"technology hardware","technology","US",TRUE,FALSE
"1676",11729,1,194,135,2,2733245,2733247,7000,16,2,"comics graphic novels","comics","US",TRUE,TRUE
"1678",8169,1,76,127,2,2941077,2941077,8000,60,3,"comics graphic novels","comics","US",TRUE,FALSE
"1680",6702.58598416,1,31,135,5,2557330,2557330,3300,33,8,"technology makerspaces","technology","GB",TRUE,FALSE
"1682",2053,1,27,75,6,2592000,2592000,2000,26,4,"art illustration","art","US",TRUE,FALSE
"1683",3496,1,113,93,4,3110329,3110329,3000,51,12,"comics graphic novels","comics","US",TRUE,FALSE
"1684",1239,1,49,122,13,1296000,1296000,700,32,5,"publishing periodicals","publishing","US",TRUE,TRUE
"1685",2214,1,69,131,3,2592000,2592000,2000,21,17,"comics graphic novels","comics","US",TRUE,FALSE
"1689",81288.1545642248,1,699,98,14,3978000,3978002,50000,50,2,"technology robots","technology","HK",TRUE,TRUE
"1690",38.46094675,0,1,133,1,2727856,2727857,200,53,6,"crafts stationery","crafts","GB",FALSE,FALSE
"1691",6301,1,107,131,5,2595600,2595600,5000,43,8,"music pop","music","US",TRUE,FALSE
"1692",14625,1,390,51,1,3456000,3456000,8000,32,5,"art","art","US",TRUE,FALSE
"1693",2878,1,57,92,8,1728000,1728000,2000,3,3,"photography places","photography","US",TRUE,FALSE
"1694",0,0,0,104,2,5187600,919109,45000,33,4,"technology makerspaces","technology","NL",FALSE,FALSE
"1695",2543,1,75,59,2,1555200,1555200,1000,22,4,"art","art","US",TRUE,FALSE
"1696",410.17602117,0,9,130,3,4427169,4427169,38900,60,1,"crafts stationery","crafts","HK",FALSE,FALSE
"1698",4295.7262252326,1,85,130,10,2592000,2592000,3000,58,46,"technology 3d printing","technology","NZ",TRUE,FALSE
"1699",3720.0595583208,1,214,112,5,2674800,2674800,3999,40,7,"comics graphic novels","comics","AU",TRUE,FALSE
"1700",79,0,4,131,18,2588400,2588401,400,48,7,"publishing academic","publishing","US",FALSE,FALSE
"1702",6167.2445624298,1,221,28,1,2474952,2474952,800,25,5,"art","art","CA",TRUE,FALSE
"1704",1.27314255,0,1,23,19,2851200,2851200,5000,32,25,"music electronic music","music","GB",FALSE,FALSE
"1705",12018,1,163,120,7,2592000,2592000,5000,48,5,"film   video documentary","film & video","US",TRUE,TRUE
"1712",16,0,3,118,4,2592000,2592000,300,24,1,"crafts stationery","crafts","US",FALSE,FALSE
"1713",2028,1,71,135,8,2127775,2127775,2000,33,4,"publishing children s books","publishing","US",TRUE,FALSE
"1714",49,0,4,131,5,2592000,513445,7000,58,8,"crafts printing","crafts","US",FALSE,FALSE
"1715",19798.65652544,0,59,119,4,2592000,2592003,90000,56,6,"film   video drama","film & video","DE",FALSE,FALSE
"1716",854,1,51,50,1,1209600,1209600,350,40,8,"art","art","US",TRUE,FALSE
"1717",21,0,2,135,2,5180400,5180400,500,8,2,"publishing academic","publishing","US",FALSE,FALSE
"1718",2846.57432121,1,87,132,2,1238718,1238718,500,28,9,"comics graphic novels","comics","GB",TRUE,FALSE
"1720",5890.7825344944,1,125,133,6,2592000,2592000,8000,54,8,"publishing children s books","publishing","AU",TRUE,FALSE
"1721",17472.53174106,1,175,69,5,5184000,5184000,13140,40,5,"comics graphic novels","comics","NL",TRUE,FALSE
"1722",42718,1,626,116,1,2936246,2936250,15000,18,2,"publishing periodicals","publishing","US",TRUE,TRUE
"1723",1729,1,40,83,5,2505600,2505601,525,27,4,"crafts printing","crafts","US",TRUE,FALSE
"1725",1.10253948,0,1,18,1,5014208,5014208,20000,19,1,"music pop","music","IT",FALSE,FALSE
"1726",0,0,0,110,1,2160000,2160000,1593,9,6,"publishing periodicals","publishing","US",FALSE,FALSE
"1727",0,0,0,130,6,2592000,2592000,15000,45,7,"music electronic music","music","US",FALSE,FALSE
"1728",12363.7612340404,1,264,132,2,2592000,2592000,4500,18,3,"comics graphic novels","comics","GB",TRUE,TRUE
"1730",1706.93590166,1,49,53,2,1728000,1728000,1500,38,5,"art","art","SG",TRUE,FALSE
"1731",13410.50000724,1,311,116,26,3196800,3196800,10000,59,14,"technology gadgets","technology","SG",TRUE,FALSE
"1732",297,0,10,44,5,2542042,2542042,1000,24,4,"film   video drama","film & video","US",FALSE,FALSE
"1733",1059.32,1,43,26,22,2592000,2592000,950,22,19,"music electronic music","music","US",TRUE,FALSE
"1734",5288,1,111,131,2,2588400,2588401,5000,21,14,"music pop","music","US",TRUE,FALSE
"1735",1013,1,36,52,1,2592000,2592000,600,37,5,"art","art","US",TRUE,FALSE
"1736",24779.7954585752,1,318,88,3,1728000,1728000,2000,41,5,"art","art","CA",TRUE,FALSE
"1738",1163,1,28,86,2,2246400,2246400,1000,40,6,"art mixed media","art","US",TRUE,FALSE
"1739",20,0,2,133,8,5184000,5184000,50000,59,9,"publishing academic","publishing","US",FALSE,FALSE
"1740",100,0,1,80,1,5184000,5184050,200000,60,2,"music electronic music","music","US",FALSE,FALSE
"1741",1866,1,33,128,17,2592000,2592001,1500,16,3,"comics graphic novels","comics","US",TRUE,FALSE
"1742",1002,0,3,105,2,2592000,2592000,4500,36,1,"photography places","photography","US",FALSE,FALSE
"1743",44,0,6,130,6,2592000,2592000,1000,54,9,"music electronic music","music","US",FALSE,FALSE
"1744",4257,1,104,94,3,2588400,2588400,4000,25,3,"photography people","photography","US",TRUE,FALSE
"1745",5283,1,170,104,5,976722,976722,2500,57,7,"comics graphic novels","comics","US",TRUE,TRUE
"1746",2298,1,42,129,8,2592000,2592000,950,37,9,"art illustration","art","US",TRUE,FALSE
"1747",1602,0,12,42,2,2592000,2592000,22000,6,1,"film   video drama","film & video","US",FALSE,FALSE
"1748",0,0,0,135,8,2592000,2592000,8000,35,5,"publishing periodicals","publishing","US",FALSE,FALSE
"1749",15105.66,1,388,77,4,2678438,2678439,6000,36,5,"comics graphic novels","comics","US",TRUE,TRUE
"1750",1805.2628644953,1,30,132,3,1839660,1839673,1150,20,4,"film   video drama","film & video","GB",TRUE,FALSE
"1751",115,0,3,65,12,2592000,2591662,3150,49,4,"theater plays","theater","US",FALSE,FALSE
"1752",8387.6744888864,1,192,114,1,3456000,3456000,12000,29,9,"comics comic books","comics","AU",TRUE,TRUE
"1753",2738.5,1,167,80,3,2174389,2174390,2500,33,5,"comics comic books","comics","US",TRUE,FALSE
"1757",1697,0,9,114,9,3888000,3888000,10500,8,2,"theater plays","theater","US",FALSE,TRUE
"1758",1109.52234567,1,18,37,1,2592000,2592006,900,24,4,"crafts woodworking","crafts","CA",TRUE,FALSE
"1759",16.47895305,0,2,128,7,2592000,2592002,125000,24,5,"publishing academic","publishing","NL",FALSE,FALSE
"1760",511,1,34,121,2,2349885,2349888,500,25,5,"publishing fiction","publishing","US",TRUE,TRUE
"1762",25,0,1,132,10,2688357,262894,20000,42,4,"music r b","music","US",FALSE,FALSE
"1763",485.3131396,1,15,134,3,2592000,2592000,2000,51,7,"crafts stationery","crafts","DK",TRUE,FALSE
"1764",1274,1,33,115,8,2588400,2588400,500,31,5,"comics comic books","comics","US",TRUE,FALSE
"1767",3653.3711,1,34,89,2,5184000,5184000,5000,53,8,"film   video documentary","film & video","SG",TRUE,FALSE
"1768",3080.13572888,1,37,132,5,3930143,3930155,2000,32,6,"theater musical","theater","GB",TRUE,TRUE
"1770",0,0,0,132,4,2592000,2592004,400,17,3,"publishing calendars","publishing","US",FALSE,FALSE
"1771",210,1,9,130,4,1728000,1728000,200,23,3,"design interactive design","design","US",TRUE,FALSE
"1772",89074.072762158,1,943,106,3,2592000,2592000,50000,16,3,"technology hardware","technology","GB",TRUE,TRUE
"1773",9120,1,59,133,5,2592000,2592000,8500,51,8,"music faith","music","US",TRUE,FALSE
"1774",42,0,4,133,3,5187600,5187600,2000000,59,11,"design architecture","design","US",FALSE,FALSE
"1775",15225.36824704,0,139,120,2,2419200,2419200,30000,39,5,"design interactive design","design","FR",FALSE,TRUE
"1776",0,0,0,134,2,5187600,5187600,500,21,3,"music faith","music","US",FALSE,FALSE
"1777",7461.998649,1,10,131,9,2592000,2592004,5000,41,19,"theater musical","theater","GB",TRUE,FALSE
"1778",0,0,0,129,3,2592000,2592000,1000,16,2,"photography places","photography","US",FALSE,FALSE
"1779",2864,1,59,119,3,1905579,1905591,2000,44,5,"theater musical","theater","US",TRUE,FALSE
"1780",12381.72171012,0,30,132,7,5180400,1855328,38900,35,4,"film   video family","film & video","GB",FALSE,FALSE
"1781",10382,1,357,132,8,3020400,3020400,6700,38,6,"comics comic books","comics","US",TRUE,FALSE
"1782",924.1752113,1,25,130,4,1209600,1209600,500,51,5,"film   video music videos","film & video","GB",TRUE,FALSE
"1783",12914.8532093954,1,178,128,4,3884400,3884400,96000,60,2,"technology apps","technology","SE",TRUE,TRUE
"1785",17.1937556,0,2,118,1,1814400,1587098,12000,57,21,"publishing academic","publishing","CA",FALSE,FALSE
"1786",308,1,9,92,1,2174299,2174299,300,26,4,"crafts candles","crafts","US",TRUE,FALSE
"1788",3173,1,43,134,13,2592000,2592059,2500,59,7,"music faith","music","US",TRUE,FALSE
"1789",1325.01,1,26,122,16,5017577,5017577,1000,38,8,"theater musical","theater","US",TRUE,FALSE
"1792",400.1506461,1,16,125,2,3456000,3456000,500,22,5,"film   video music videos","film & video","AU",TRUE,FALSE
"1794",660,1,23,56,8,2592000,2592001,500,17,2,"crafts diy","crafts","US",TRUE,FALSE
"1795",2483,1,42,122,4,2595600,2595600,2000,38,6,"crafts","crafts","US",TRUE,FALSE
"1799",0,0,0,62,3,2592000,1575692,8000,36,7,"photography places","photography","US",FALSE,FALSE
"1800",0.8940291096,0,1,115,2,4024157,4024157,25000,22,5,"technology apps","technology","AU",FALSE,FALSE
"1801",10600,1,23,117,3,2014079,2014080,10000,22,11,"crafts","crafts","US",TRUE,FALSE
"1802",560,1,4,130,3,2595600,2595601,500,32,2,"publishing fiction","publishing","US",TRUE,FALSE
"1803",1633,0,21,111,4,2847600,2502724,20000,27,3,"theater musical","theater","US",FALSE,FALSE
"1805",1,0,1,122,3,1668538,1594050,3000,37,6,"theater plays","theater","US",FALSE,FALSE
"1809",11820,1,119,10,4,2592000,2592000,10000,21,3,"music faith","music","US",TRUE,FALSE
"1812",2607,0,48,122,4,2592000,2592000,35000,49,5,"technology apps","technology","US",FALSE,FALSE
"1815",1616,1,52,99,27,518400,518400,299,30,23,"comics comic books","comics","US",TRUE,FALSE
"1816",2954.83,1,168,131,7,2133355,2133358,600,42,17,"comics comic books","comics","US",TRUE,FALSE
"1821",289.4033844,0,12,98,4,4320000,4320001,6000,24,4,"design interactive design","design","SG",FALSE,FALSE
"1822",479.5048557,0,11,132,8,2588400,2588400,85000,26,3,"design architecture","design","DE",FALSE,FALSE
"1823",1085,0,18,109,25,2592000,2592004,2200,12,10,"theater musical","theater","US",FALSE,FALSE
"1827",5447.7,1,246,135,8,2592000,2592000,2000,46,5,"publishing radio   podcasts","publishing","US",TRUE,FALSE
"1829",297,0,7,112,1,2592000,2592003,50000,34,4,"crafts quilts","crafts","US",FALSE,FALSE
"1833",322,1,14,52,3,3778220,3778231,200,41,6,"photography nature","photography","US",TRUE,FALSE
"1834",265.35817963,0,7,134,11,3657697,3657711,1500,30,12,"theater plays","theater","GB",FALSE,FALSE
"1835",540,1,8,44,1,1382400,1382400,400,18,4,"crafts","crafts","US",TRUE,FALSE
"1836",47,0,6,128,18,4994995,4995007,50000,58,15,"theater musical","theater","US",FALSE,FALSE
"1837",3468,1,119,69,4,2588400,2588402,3000,37,6,"comics comic books","comics","US",TRUE,FALSE
"1839",1881.7184225376,1,45,122,3,2592000,2592000,2500,17,3,"crafts","crafts","AU",TRUE,FALSE
"1840",1000,1,8,124,8,2949330,2949332,1000,58,6,"music faith","music","US",TRUE,FALSE
"1841",2815.25899535,1,110,11,0,2592000,2592000,50,23,0,"crafts","crafts","CA",TRUE,FALSE
"1842",869.03682816,1,8,103,1,2592000,2592000,750,43,3,"crafts candles","crafts","DE",TRUE,TRUE
"1844",984.6816095,1,20,124,1,1095182,1095196,1000,24,5,"publishing fiction","publishing","AU",TRUE,FALSE
"1845",3625.27912878,1,38,129,5,3196800,3196800,2800,41,10,"crafts knitting","crafts","GB",TRUE,TRUE
"1848",521.05294948,1,18,119,2,2588400,2588400,500,21,3,"crafts diy","crafts","SG",TRUE,FALSE
"1849",4057,0,34,131,10,3888000,3888001,100000,54,6,"music r b","music","US",FALSE,FALSE
"1850",694,1,12,109,1,2631617,2631617,250,14,2,"crafts","crafts","US",TRUE,FALSE
"1853",925.51,1,62,142,7,4013570,4013588,825,37,6,"publishing radio   podcasts","publishing","US",TRUE,FALSE
"1854",1820,1,44,128,12,2592000,2592000,1600,17,3,"crafts candles","crafts","US",TRUE,FALSE
"1855",15123.5428803748,1,53,125,16,2592000,2592000,15000,38,6,"technology hardware","technology","CA",TRUE,FALSE
"1857",2860.31005623,1,39,129,9,2237789,2237789,2200,60,3,"theater plays","theater","GB",TRUE,FALSE
"1858",950,1,31,96,2,1664836,1664836,40,25,3,"comics comic books","comics","US",TRUE,FALSE
"1860",1,0,1,135,7,601200,601201,550,60,14,"film   video family","film & video","US",FALSE,FALSE
"1861",2956,1,68,132,3,2678400,2678400,2500,58,8,"publishing fiction","publishing","US",TRUE,FALSE
"1862",145,0,7,134,2,2592000,2592000,30000,50,7,"technology apps","technology","US",FALSE,FALSE
"1863",0,0,0,133,4,3200725,3200725,5000,25,3,"music faith","music","US",FALSE,FALSE
"1864",35,1,1,125,4,2764800,2764803,20,36,4,"crafts","crafts","US",TRUE,FALSE
"1866",6445.87460352,0,66,88,1,2595600,2595600,18500,29,1,"technology apps","technology","ES",FALSE,FALSE
"1867",0,0,0,116,1,2592000,100758,1000,53,5,"publishing radio   podcasts","publishing","US",FALSE,FALSE
"1868",571.91672212,1,23,124,1,2163600,2163600,600,22,4,"comics comic books","comics","CA",TRUE,TRUE
"1869",184.8631125,0,4,97,2,2592000,980719,29940,48,5,"photography places","photography","AU",FALSE,FALSE
"1870",3451.07,1,64,134,6,1299713,1299714,2000,53,2,"publishing fiction","publishing","US",TRUE,FALSE
"1873",4140.00529488,1,89,105,11,2592000,2592002,500,54,5,"crafts woodworking","crafts","GB",TRUE,FALSE
"1874",902.74506048,1,38,131,5,2592000,2592000,660,37,8,"publishing fiction","publishing","GB",TRUE,FALSE
"1876",1334,1,43,133,1,2595600,2595601,1250,35,13,"publishing fiction","publishing","US",TRUE,FALSE
"1880",1000.95,1,32,120,20,4966086,4966086,1000,47,7,"comics comic books","comics","US",TRUE,FALSE
"1882",590.6087433,0,9,131,3,3888000,3018024,600,24,3,"theater plays","theater","GB",FALSE,FALSE
"1883",5186,1,89,105,4,1728000,1728000,2000,17,4,"publishing fiction","publishing","US",TRUE,FALSE
"1884",3781.6828278552,1,164,135,9,3110290,3110290,2500,22,3,"comics comic books","comics","CA",TRUE,FALSE
"1886",2427.88,1,31,128,7,3202101,3202101,2120,39,3,"publishing fiction","publishing","US",TRUE,FALSE
"1887",5551.25,1,96,118,9,2804327,2804327,5000,24,4,"music r b","music","US",TRUE,FALSE
"1888",30274,1,392,62,12,3024000,3024002,15000,48,9,"technology hardware","technology","US",TRUE,FALSE
"1890",0,0,0,133,4,1699239,1699254,100,30,4,"photography places","photography","US",FALSE,FALSE
"1891",15051,1,219,118,4,2595600,2595600,15000,19,3,"publishing comedy","publishing","US",TRUE,FALSE
"1892",1199,1,30,133,4,2588400,2588401,800,38,6,"crafts diy","crafts","US",TRUE,FALSE
"1894",347045,1,2668,128,15,2592003,2592003,15000,60,48,"comics comic books","comics","US",TRUE,FALSE
"1896",12032,1,113,112,4,864000,864000,12000,47,4,"design architecture","design","US",TRUE,FALSE
"1898",965.382754,1,84,122,2,1728000,1728000,200,12,2,"comics comic books","comics","GB",TRUE,TRUE
"1899",1850,1,33,127,4,2592000,2592001,1850,46,6,"design architecture","design","US",TRUE,FALSE
"1900",11326.1476311,1,50,128,3,2592000,2592001,50000,41,3,"technology apps","technology","MX",TRUE,FALSE
"1902",351,1,9,135,2,2588400,2588400,350,54,14,"publishing fiction","publishing","US",TRUE,FALSE
"1904",1904.5278544,1,35,124,6,1728000,1728000,2000,17,3,"film   video family","film & video","AU",TRUE,FALSE
"1905",611.3809254329,0,27,68,1,2592000,2592000,45000,21,1,"technology apps","technology","SE",FALSE,FALSE
"1908",9972.579144,1,8,135,3,5184000,5184000,2500,29,4,"publishing fiction","publishing","GB",TRUE,FALSE
"1909",4442.61879895,1,31,108,5,2332002,2332005,3500,19,3,"film   video documentary","film & video","GB",TRUE,FALSE
"1911",5335,1,110,134,6,2775197,2775197,5200,29,4,"publishing fiction","publishing","US",TRUE,FALSE
"1912",0,0,0,134,6,2595600,2595600,1000000,23,4,"film   video family","film & video","US",FALSE,FALSE
"1913",1365,1,33,134,6,2592000,2592001,500,19,4,"theater musical","theater","US",TRUE,FALSE
"1914",1325,1,14,109,2,2592000,2592000,1250,14,2,"photography fine art","photography","US",TRUE,FALSE
"1916",2140,1,42,115,3,2592000,2592000,1890,45,5,"crafts","crafts","US",TRUE,TRUE
"1917",3095,1,34,96,2,2592000,2592000,3000,58,8,"music faith","music","US",TRUE,FALSE
"1918",4441,1,113,120,4,2592000,2592000,2500,44,8,"publishing fiction","publishing","US",TRUE,FALSE
"1920",1759.66894395,1,51,90,8,2419096,2419098,2000,57,8,"comics comic books","comics","AU",TRUE,FALSE
"1921",1633748.50090932,1,8359,75,1,3456000,3456000,179000,44,6,"technology hardware","technology","GB",TRUE,FALSE
"1923",10,0,2,122,5,5180400,389247,50000,51,6,"publishing academic","publishing","US",FALSE,FALSE
"1924",2595,1,81,130,7,2764800,2764800,500,36,5,"publishing fiction","publishing","US",TRUE,FALSE
"1926",0.9125348272,0,1,134,5,2592000,2592000,1000,43,3,"technology apps","technology","NZ",FALSE,FALSE
"1927",2117.17483866,1,37,68,2,2592000,2592000,1000,44,11,"theater plays","theater","ES",TRUE,FALSE
"1928",86944,1,1620,133,2,4662000,4662003,108,45,9,"technology apps","technology","US",TRUE,FALSE
"1929",1,0,1,92,1,5184000,5184001,2798,37,1,"design interactive design","design","US",FALSE,FALSE
"1930",1540.632796005,1,46,92,9,1261417,1261418,800,42,8,"publishing calendars","publishing","GB",TRUE,FALSE
"1931",3455.58645828,1,29,81,3,2592000,2592000,2500,52,5,"theater plays","theater","GB",TRUE,FALSE
"1932",3435.0358749,1,42,105,2,2592000,2592001,4000,43,2,"photography fine art","photography","AU",TRUE,FALSE
"1933",26050.3,1,729,125,2,2561352,2561352,25000,27,3,"publishing fiction","publishing","US",TRUE,TRUE
"1934",15885,1,107,134,7,3456000,3456000,15400,49,5,"music faith","music","US",TRUE,FALSE
"1935",0,0,0,110,9,2588400,2588400,4000,32,6,"publishing radio   podcasts","publishing","NZ",FALSE,FALSE
"1937",275,1,18,125,3,1990800,1990803,100,19,2,"crafts","crafts","US",TRUE,FALSE
"1938",405.3210719323,1,15,125,2,1296000,1296000,100,39,4,"crafts","crafts","CA",TRUE,FALSE
"1942",5549.381212,1,81,121,7,1818000,1818000,7000,47,8,"publishing fiction","publishing","CA",TRUE,TRUE
"1943",86207,1,530,132,2,2620411,2620411,50000,46,6,"crafts diy","crafts","US",TRUE,FALSE
"1945",0,0,0,90,11,5180400,604265,15000,48,11,"design architecture","design","US",FALSE,FALSE
"1946",3626,1,51,130,10,2248566,2248566,3571,53,8,"theater musical","theater","US",TRUE,FALSE
"1947",128.4728724,0,5,128,11,2592000,2592000,7500,51,10,"publishing calendars","publishing","AU",FALSE,FALSE
"1948",2207,0,29,123,6,3121281,3121282,8500,19,2,"music faith","music","US",FALSE,FALSE
"1950",17994,1,268,71,21,2256917,2256917,3000,30,6,"publishing radio   podcasts","publishing","US",TRUE,TRUE
"1951",1502,1,70,129,5,1254448,1254449,710,60,12,"comics comic books","comics","US",TRUE,FALSE
"1954",750,0,9,130,5,2592000,2592002,5000,56,10,"theater plays","theater","US",FALSE,FALSE
"1955",2545,1,28,101,5,2592000,2592000,2500,16,4,"music faith","music","US",TRUE,FALSE
"1957",913.97119755,1,28,117,20,3909746,3909746,500,36,5,"theater plays","theater","GB",TRUE,FALSE
"1958",13736,1,190,51,5,2246400,2246400,12000,38,4,"design interactive design","design","US",TRUE,TRUE
"1959",324,1,24,129,8,2374356,2374356,300,20,4,"publishing fiction","publishing","US",TRUE,FALSE
"1961",4281,0,35,129,1,5184000,1764174,30000,51,5,"design architecture","design","US",FALSE,FALSE
"1962",21240,1,249,101,2,2051077,2051077,13500,53,7,"music faith","music","US",TRUE,FALSE
"1963",334.32496995,1,6,132,2,2592000,2592000,250,44,1,"crafts","crafts","DE",TRUE,FALSE
"1964",1116.8039421297,0,12,116,1,2592000,2592000,45000,42,7,"technology apps","technology","CA",FALSE,FALSE
"1967",2677.4890167354,1,21,47,4,1478770,1478770,3500,37,8,"film   video music videos","film & video","CA",TRUE,FALSE
"1968",618,1,16,87,3,2887341,2887341,500,54,6,"publishing fiction","publishing","US",TRUE,FALSE
"1969",10250,1,341,38,1,2738962,2738963,10000,44,9,"publishing radio   podcasts","publishing","US",TRUE,TRUE
"1970",4084.6627805139,1,147,89,21,2498317,2498319,4000,18,14,"comics comic books","comics","CA",TRUE,TRUE
"1972",1.58975435,0,1,135,1,5187600,5187602,12000,34,6,"film   video music videos","film & video","GB",FALSE,FALSE
"1974",6,0,2,50,8,2397575,2397586,4000,28,5,"film   video music videos","film & video","US",FALSE,FALSE
"1975",13220,1,104,135,7,2624938,2624938,13000,52,8,"photography photobooks","photography","US",TRUE,FALSE
"1976",2025,1,38,49,1,1347466,1347466,2000,28,4,"crafts knitting","crafts","US",TRUE,FALSE
"1978",16.95325744,0,3,39,1,2592000,2592001,15000,44,1,"technology apps","technology","GB",FALSE,FALSE
"1980",454,1,12,125,20,518400,518400,199,41,5,"photography fine art","photography","US",TRUE,FALSE
"1982",11823,1,217,135,11,3674354,3674355,10000,49,12,"comics comic books","comics","US",TRUE,FALSE
"1984",0,0,0,121,3,5180400,5180400,1200,15,4,"music faith","music","US",FALSE,FALSE
"1985",201.429816,0,1,107,4,5184000,5184000,15000,30,4,"theater musical","theater","GB",FALSE,FALSE
"1988",2211,1,41,132,6,2592000,2592000,2000,56,5,"publishing fiction","publishing","US",TRUE,FALSE
"1989",100,0,2,92,3,2592000,2592000,5000,10,2,"music r b","music","US",FALSE,FALSE
"1990",133,0,4,132,5,2592000,2592002,1100,27,4,"publishing radio   podcasts","publishing","US",FALSE,FALSE
"1991",1056.69136785,0,6,16,2,2592000,1576707,8000,23,3,"publishing calendars","publishing","AU",FALSE,FALSE
"1992",809.7240350375,1,37,114,17,1814400,1814400,900,60,11,"comics comic books","comics","SG",TRUE,FALSE
"1993",23966,1,417,62,4,3456000,3456000,3500,39,7,"comics comic books","comics","US",TRUE,FALSE
"1994",0,0,0,132,9,3452400,1089,10000,57,7,"theater plays","theater","US",FALSE,FALSE
"1995",1,0,1,134,1,2592000,2592004,5000,32,6,"theater plays","theater","US",FALSE,FALSE
"1996",5490,1,201,135,3,3888000,3888001,2750,51,14,"comics comic books","comics","US",TRUE,FALSE
"1997",0,0,0,26,7,3891600,177383,45000,37,2,"design architecture","design","US",FALSE,FALSE
"1999",0,0,0,133,13,2592000,2592000,3500,21,2,"film   video music videos","film & video","US",FALSE,FALSE
"2001",5218,1,67,132,4,2643744,2643745,5000,8,1,"publishing fiction","publishing","US",TRUE,FALSE
"2002",9807.6703506817,1,508,132,5,1260069,1260099,5000,46,6,"publishing fiction","publishing","GB",TRUE,FALSE
"2003",1,0,1,94,6,1315596,1315597,5000,26,3,"theater plays","theater","US",FALSE,FALSE
"2004",13184.86980645,1,269,135,5,2592000,2592003,6435,60,8,"technology hardware","technology","GB",TRUE,FALSE
"2005",892,0,16,101,2,3456000,3456000,35000,42,7,"technology apps","technology","US",FALSE,FALSE
"2008",12,0,3,73,1,5184000,5184001,50000,44,5,"technology apps","technology","US",FALSE,FALSE
"2009",582,1,31,14,1,1209600,1209601,115,37,5,"crafts","crafts","US",TRUE,FALSE
"2010",4803.784272,1,82,66,1,2810643,2810655,3000,54,7,"publishing fiction","publishing","GB",TRUE,FALSE
"2011",1145,1,45,134,12,864000,864001,700,5,5,"comics comic books","comics","US",TRUE,FALSE
"2012",12.80385887,0,2,133,1,5184000,5184000,35000,20,8,"technology apps","technology","IT",FALSE,FALSE
"2013",338,1,14,47,1,2592000,2592001,100,23,2,"publishing fiction","publishing","US",TRUE,FALSE
"2014",16241,1,171,134,6,2588400,2588402,15000,9,2,"photography photobooks","photography","US",TRUE,TRUE
"2015",5052.7083496,0,37,64,3,5184000,5184001,7500,41,3,"music faith","music","GB",FALSE,FALSE
"2016",32,0,4,54,1,1296000,1296000,1500,44,8,"theater plays","theater","US",FALSE,FALSE
"2017",0,0,0,132,8,2592000,2592001,10000,48,9,"theater plays","theater","US",FALSE,FALSE
"2018",917,1,34,134,24,715660,715660,299,60,47,"comics comic books","comics","US",TRUE,FALSE
"2021",2119.6049073,1,12,106,5,2588400,2588400,150000,58,6,"crafts pottery","crafts","JP",TRUE,FALSE
"2024",2030,1,35,108,9,2656144,2656145,1500,52,8,"publishing fiction","publishing","US",TRUE,FALSE
"2026",14117,1,334,135,7,5187600,5187601,10000,60,11,"crafts","crafts","US",TRUE,FALSE
"2027",680,1,10,131,1,2588400,2588400,350,59,6,"publishing fiction","publishing","US",TRUE,FALSE
